,co_name,symbol,market,asset,co_business,amplitude,pe_s_d,co_intro,sc,hk_equity,exchange,mv,pe_s,pb_d,equity,ps,industry,turnover,oo,pb_MRQ
2103,中国利郎,01234,HK,2.82,-,-,-,"    利郎集团,由王氏三兄弟——王冬星、王良星、王聪星始创于1987年,于国内首倡“商务休闲”男装概念,经过20多年探索,已发展成为集设计、产品开发、生产、营销于一体的中国商务男装领军品牌,并于2007及2008连续两年被《福布斯》评为“中国最具潜力之中小企业”之一。现公司旗下拥有品牌:利郎LILANZ、子品牌L2。",-,12.09亿,HK,59.36亿,9.9267,1.74,12.09亿,2.08,纺织及成衣,0.03%,-,-
2104,启迪国际,00872,HK,0.57,-,-,-,"    启迪国际有限公司(前称为锦恒汽车安全技术控股有限公司)(「本公司」)及其附属公司(统称「本集团」)主要从事制造及销售汽车相关产品、汽车买卖和提供汽车及设备租赁融资服务。 二零一五年,本集团既有令人振奋的发展,亦面对不少挑战。因应传统汽车制造业的增长持续放缓,我们继续寻觅新商机,包括汽车存货融资及汽车互联网相关业务,以及科技创新孵化器的业务。",-,9.28亿,HK,7.52亿,-,1.43,9.28亿,3.41,-,0.04%,-,-
2105,佳宁娜,00126,HK,2.74,-,-,-,"    佳宁娜集团为香港交易所的上市公司(上市编号:126), 前称达成集团。佳宁娜集团主要从事餐饮、食品制造与零售, 及酒店、房地产开发与投资, 及商贸物流业务。
    集团业务由董事局名誉主席马介璋先生於1967年创立,集团於1991年以达成集团名称在香港交易所上市。随著国内经济的飞速发展,集团目前业务集中在中国内地及香港。由於集团业务以「佳宁娜」品牌经营, 上市公司於2013年7月正式易名为佳宁娜集团。",-,12.54亿,HK,10.16亿,8.3917,0.30,12.54亿,0.83,综合旅游、酒店及食肆,0.03%,-,-
2106,富豪酒店,00078,HK,12.91,-,-,-,-,-,9.16亿,HK,60.18亿,27.7346,0.51,9.16亿,2.17,-,0.10%,-,-
2107,味丹国际,02317,HK,1.43,-,-,-,"    味丹国际於二零零三年在香港联交所主板上市。本集团是亚洲 区域内以醱酵技术生产氨基酸产品、食品添加剂及淀粉工业产 品的领先生产制造商。味丹国际的产品销售予越南、东协国 家、中国、日本、台湾以及一些欧洲国家的食品分销商、国际 贸易公司,以及食品、纸类加工、织和化学产品生产商,本集团大部份产品均以「味丹」品牌销售。
    自七十年代起,我们的味精产品即销售到越南、中国及其他东协国家。",-,15.23亿,HK,12.64亿,7.4176,0.58,15.23亿,0.51,综合饮食制造,0.16%,-,-
2108,鸿福堂,01446,HK,0.39,-,-,-,"    鸿福堂集团为香港最大之中式草本饮品、汤品及龟苓膏零售商,由声誉良好兼屡获殊荣的「鸿福堂」品牌生产及销售多种草本及非草本产品。集团已由传统凉茶店转型为现代健康概念的饮食企业,产品多元化,涵盖草本饮品及其他非草本饮料、中式汤品、龟苓膏及其他食品。凭著创意及生产技术,鸿福堂不断推陈出新,推出受大众欢迎的产品,以迎合消费者不同的口味。其多样化的产品组合透过直接销售及间接销售两大渠道进行推广。",-,6.56亿,HK,5.25亿,57.0959,2.05,6.56亿,0.71,-,0.23%,-,-
2109,微创医疗,00853,HK,1.80,-,-,-,"    微创医疗器械(上海)有限公司于一九九八年五月成立,为中国领先的医疗器械开发商、制造商及营销商,专注于治疗血管疾病及病变的微创介入产品。
    集团主要供应心血管器械和其他血管器械以及糖尿病器械,主要产品为第二代钴铬合金药物洗脱支架 Firebird 2。集团还供应其他血管支架,用于治疗身体其他部位的血管疾病及失调。集团亦销售极其细小的颅内支架、用于促进脑血管血液流量的灵活支架以及外科手术中使用的覆膜支架。",-,14.41亿,HK,82.14亿,74.6364,3.17,14.41亿,2.57,医疗保健设备及用品,0.12%,-,-
2110,亚洲联合基建控股,00711,HK,-,-,-,-,"    中国城建集团股份有限公司 (「中国城建集团股份」或「集团」) (股份代号﹕00711.HK),前称「俊和发展集团有限公司」於2016年1月更改为现时集团名称,以提升集团企业形象,并寻求更多国际发展机会。
    公司成立於1968年,主要经营建筑业务。於1993年以「俊和集团有限公司」在香港联交所主板上市,其业务扩展至建筑、物业发展及物业管理等。为配合多元化的业务发展,公司名称於2007年11月更改为「俊和发展集团有限公司」。",-,-,HK,-,-,-,-,-,建筑,-,-,-
2111,民生银行,01988,HK,11.02,-,-,-,"    中国民生银行於1996年1月12日在北京正式成立,是中国首家主要由非公有制企业入股的全国性股份制商业银行,同时又是严格按照《公司法》和《商业银行法》建立的规范的股份制金融企业。多种经济成份在中国金融业的涉足和实现规范的现代企业制度,使中国民生银行有别於国有银行和其他商业银行,而为国内外经济界、金融界所关注。作为中国银行业改革的试验田,民生银行为推动中国银行业的改革创新做出了积极贡献。",-,69.34亿,HK,2805.72亿,5.2794,0.70,364.85亿,1.73,银行,0.28%,-,-
2112,永旺,00984,HK,6.75,-,-,-,-,-,2.60亿,HK,18.49亿,-,1.05,2.60亿,0.19,百货公司,-,-,-
2113,粤海投资,00270,HK,4.93,-,-,-,-,-,65.38亿,HK,733.54亿,16.8256,2.28,65.38亿,6.15,复合公用事业,0.07%,-,-
2114,FRASER HLDGS,08366,HK,0.06,-,-,-,-,-,14.40亿,HK,5.40亿,83.1154,6.43,14.40亿,4.31,-,0.70%,-,-
2115,安东油田服务,03337,HK,0.65,-,-,-,"    安东石油技术(集团)有限公司成立于1998年,总部位于北京,国际公司总部位于迪拜,是一家在香港联交所主板上市的专业油田技术服务公司,是具有核心竞争力的、充满活力的、持续快速发展的高新技术企业,是国有油田服务力量的有益补充。
    公司业务涵盖钻井技术、完井技术、井下作业技术、钻具服务及管材制造四大业务集群。形成了以油气井完井技术为核心的一站式服务能力。",-,26.60亿,HK,21.81亿,-,1.25,26.60亿,1.01,石油/燃气设备及服务,0.21%,-,-
2116,环球实业科技,01026,HK,0.24,-,-,-,"    环球实业科技控股有限公司,於2010年6月22日在香港联合交易所主板挂牌上市,股票代码1026。本集团目前的投资方向主要包括电子支付、木材资源及地产投资管理,已经形成拥有数十家子公司的企业集团。集团以香港为战略及海外业务中心,以上海为营运总部,在北京、深圳和广州均设有分公司,业务遍布全国并辐射海外。
    集团旗下的电子支付公司,已经成为国内领先的支付服务提供商。",-,21.20亿,HK,5.09亿,-,1.00,21.20亿,1.02,软件及资讯科技顾问,-,-,-
2117,大唐新能源,01798,HK,1.67,-,-,-,"    中国大唐集团新能源股份有限公司是中国大唐集团公司控股子公司。
    中国大唐集团新能源股份有限公司的前身是中国大唐集团新能源有限责任公司,成立于2004年9月23日,首批机组于2005年8月份并网发电。经过几年来的快速发展和科学的管理整合,截至2010年6月30日,公司总装机容量为271.7万千瓦,成为中国领先的以风电业务为主的可再生能源公司。",-,25.01亿,HK,56.73亿,26.2934,0.47,72.74亿,0.87,环保公用事业,0.05%,-,-
2118,中粮肉食,01610,HK,1.27,-,-,-,"    中粮肉食投资有限公司(中粮肉食控股有限公司的间接全资附属公司)成立于2009年,作为中国猪肉市场最重要的运营商之一,垂直整合的业务模式覆盖了中国整个猪肉行业价值链,业务包括饲料生产、生猪养殖、屠宰、生鲜猪肉及肉制品生产、经销与销售及冷冻肉类产品进口及销售。",-,39.02亿,HK,62.04亿,5.7269,1.25,39.02亿,0.77,-,0.14%,-,-
2119,意科控股,00943,HK,0.40,-,-,-,-,-,14.43亿,HK,1.01亿,-,0.17,14.43亿,0.39,医疗保健设备及用品,0.15%,-,-
2120,百灵达国际控股,02326,HK,0.01,-,-,-,"    BEP於1984年创建,伊始为一小型商行,位於香港九龙长沙湾。
    1988年,集团公司迁至现址---香港沙田火炭,并主要从事小型家用电器的设计,生产及销售,包括:电烫斗、水煲、暖风机、多士炉、三明治烤制机及碎咖啡豆机。
    公司於1986年在中国深圳成立第一生产基地;为适应将来的扩展,并於1992年集团在中国深圳宝安重新兴建了更适合自己的生产基地。",-,210.84亿,HK,83.28亿,46.2693,28.42,210.84亿,7.83,家居耐用消费品,0.02%,-,-
2121,中国诚通发展集团,00217,HK,0.46,-,-,-,"    中国诚通发展集团有限公司(简称诚通发展)是在香港交易所主板挂牌交易的红筹上市公司(股票代码:217)。主要业务是:依托控股股东的资源优势,开展工业和物流土地资源开发、房地产开发、煤炭贸易和融资租赁。诚通发展是控股股东「中国诚通控股集团有限公司」(简称诚通控股)唯一的海外上市公司和资产证券化平台。",-,58.09亿,HK,22.65亿,35.5057,0.84,58.09亿,2.78,-,0.01%,-,-
2122,XDB沪深原材,03062,HK,-,-,-,-,-,-,537.20万,HK,2078.96万,-,-,537.20万,-,交易所买卖基金,-,-,-
2123,敏华控股,01999,HK,1.31,-,-,-,"    敏华控股有限公司( 简称「本公司」、「公司」或「敏华」,与其附属公司合称「集团」或「我们」)。集团成立于1992年,总部设于中国香港,并在美国、加拿大、英国、中国和新加坡等全球核心经济城市设有多家子公司、分公司及关联公司。2005年,敏华控股在新加坡上市,成为首家在新加坡主板上市的中国家具企业,但已于2009年9月除牌后,并在2010年4月于香港联合交易所(股票代号:01999)挂牌上市。",-,38.32亿,HK,299.69亿,15.7463,5.95,38.32亿,3.39,家居耐用消费品,0.66%,-,-
2124,北京建设,00925,HK,0.53,-,-,-,"    北京建设(控股)有限公司(Beijing Properties (Holdings) Limited,HK00925),(“北京建设”)是北京控股集团有限公司在港上市从事地产事业的旗舰。
    依据集团公司战略功能定位和自身战略发展规划,北京建设将成为北控集团系统内整合地产业务资源的主要运营管理主体和资本运作平台。由北京建设开发建设的“京泰.自主城”项目已于2009年10月正式动工建设,北京玉泉山精品酒店等项目正在筹备组织过程中。",-,68.53亿,HK,26.38亿,22.5698,0.72,68.53亿,6.47,综合地产,0.05%,-,-
2125,煜新控股,01048,HK,-0.05,-,-,-,"    新源控股有限公司於二零零五年在香港成立,於二零零八年及二零一零年先後在新加坡证券交易所(主板)及香港联合交易所(主板)上市。新源控股有限公司为一家全球钢铁贸易、分销及制造商,为钢铁行业提供供应链管理。",-,1.91亿,HK,5.78亿,-,64.11,1.91亿,0.53,金属采矿及相关贸易,0.17%,-,-
2126,阿仕特朗金融,08333,HK,0.20,-,-,-,"    我们所有业务活动均透过我们的经营附属公司阿仕特朗资本开展,该公司获发牌可进行证券及期货条例项下第1类(证券交易)、第2类(期货合约交易)、第6类(就机构融资提供意见)及第 9类(提供资产管理)受规管活动。阿仕特朗资本亦为联交所参与者及现时持有一个联交所交易权。於往绩记录期,我们并无从事期货合约交易或自营交易业务。",-,8.00亿,HK,3.04亿,17.969,1.92,8.00亿,2.46,-,0.04%,-,-
2127,海尔电器,01169,HK,7.08,-,-,-,"    海尔电器集团有限公司(股份代号:01169)(「本公司」)为海尔集团旗下一家在香港联合交易所有限公司主板上市之附属公司。 本集团目前主要从事研究、开发、生产及销售以「海尔」为品牌名称之洗衣机及热水器。
    海尔集团於一九八四年创办,其总部位於中国山东省青岛市,现时为全球白色家电制造商的龙头之一。其产品销售予全球超过100个国家。",-,27.93亿,HK,544.64亿,17.7757,2.75,27.93亿,0.77,家居耐用消费品,0.25%,-,-
2128,万华媒体,00426,HK,0.35,-,-,-,"    万华媒体集团是在大中华区顶尖中文生活时尚媒体集团之一,二零零五年在香港联合交易所主版上市。万华媒体以旗下的六本杂志及陆续将加入的其他刊物,积极进驻大中华区市场,囊括中港台三地的高端消费读者。万华媒体集团承诺在大中华区为读者带来最优秀的杂志。
    万华媒体集团现时在香港出版一本周刊及一本月刊:《明报周刊》及《TopGear 极速志》。",-,4.01亿,HK,6.17亿,-,4.44,4.01亿,4.75,出版,0.06%,-,-
2129,盛力达科技,01289,HK,4.92,-,-,-,"    本集团是中国钢丝制品生产整体解决方案提供商。虽然我们拥有生产基地,但我们并非纯制造商。我们供应的生产设备乃根据客户的特定要求及生产需要而定制。我们亦向客户提供大力支持及实质性的服务,以助其设计有关解决生产问题及整合设备至现有生产线或流程的方案。我们拥有自主技术研发能力,能够设计及研发成套制造钢丝制品生产线中绝大部份的设备。",-,3200.00万,HK,3.81亿,11.38,0.61,1.28亿,2.80,-,0.23%,-,-
2130,威讯控股,01087,HK,1.21,-,-,-,"    威讯控股有限公司(前称:泓淋科技集团有限公司)是一家在香港联交所上市的公司(股份代号:1087)。威讯控股有限公司及其子公司(集团)主要从事的业务包括:网络系统集成、专业网络服务、及移动软件平台。
    本集团主要子公司威发系统是业界领先的下一代网路通讯融合解决方案以及专业服务供应商,拥有二十余年网路集成经验。",-,9.75亿,HK,3.66亿,-,0.31,9.75亿,0.78,电讯及网络器材,0.67%,-,-
2131,TCL多媒体,01070,HK,3.79,-,-,-,"    TCL多媒体科技控股有限公司是在香港上市的控股公司,股票代码为1070,它的运营机构遍布全球各地。为方便起见,TCL多媒体以及其运营机构在这里简称为“该公司”。    
    该公司的27000名员工遍布全球,在五大洲拥有十间工厂,分别位於中国惠州、河南、无锡、内蒙古、南昌、成都、墨西哥Juarez、波兰、泰国 曼谷和越南胡志明市,主要从事CRT彩电和平板电视的生产制造,2007年全球产销量约为1500万台。",-,17.38亿,HK,65.19亿,35.9537,0.99,17.38亿,0.19,家居耐用消费品,0.01%,-,-
2132,南海石油,00076,HK,0.70,-,-,-,-,-,38.42亿,HK,2.69亿,-,0.10,38.42亿,0.41,综合石油与燃气,0.44%,-,-
2133,光启科学,00439,HK,0.40,-,-,-,"    光启科学(00439.HK)是一家在香港主板上市的全球化颠覆式科技创新公司,宗旨是拓展人类的生存与生活空间,昵称是外星人科技(Alien Tech),寓意用未来科技带给人们更加美好的生活。光启科学全力打造颠覆式空间服务全产品链和全球颠覆性空间技术联盟。
    同时,我们也从事制造和销售纸品包装产品及纸品礼品以及印刷纸制宣传品(纸品业务)及物业投资。",-,61.10亿,HK,177.80亿,26.5804,7.22,61.10亿,50.88,电子消费品,0.02%,-,-
2134,中电光谷,00798,HK,0.80,-,-,-,"    武汉光谷联合集团有限公司总部位于武汉东湖高新区,公司以主题产业园区开发和运营为主体,以丽岛品牌配套住宅开发为补充;以建设项目产业链式综合专业管理与服务为特色,坚守“产城一体”的规划理念;以企业集群为目标,着眼于资源整合、方法创新、过程控制和综合服务,立足于开发投资、建设管理、品牌营销、园区服务四种能力的系统培育,着力打造完整的开发、运营价值链。",-,80.00亿,HK,57.60亿,12.2748,0.91,80.00亿,1.94,-,0.01%,-,-
2135,首创环境,03989,HK,0.24,-,-,-,"    首创环境控股有限公司(「首创环境」)为一家于香港联合交易所挂牌上市的公司,股份编号3989。
    作为中国领先的综合废物处理方案和环保基础建设服务之供应商,我们的客户遍布全国14个省市,包括主要城市深圳、广州、上海、北京、南昌。我们的目标是于2015/2016,产能可达到每天处理超过12,000吨城市固体废物。",-,142.95亿,HK,31.02亿,63.6481,0.89,142.95亿,1.02,环保公用事业,0.01%,-,-
2136,神威药业,02877,HK,7.61,-,-,-,"    中国神威药业集团有限公司是一家专业从事现代中药研发、生产、销售的大型企业集团,为全国医药百强企业、全国中成药五十强企业、香港交易所主板上市企业,2004年神威药业综合实力跃居全国中成药企业十强行列。
    神威药业产品使用""神威""、""五福""商标,""神威""是国家工商行政管理总局认定的中国驰名商标,""五福""为河北省著名商标,均在客户中建立起优质可靠的形象。",-,8.27亿,HK,72.20亿,11.0116,1.15,8.27亿,3.05,制药,0.02%,-,-
2137,天洁环境,01527,HK,6.00,-,-,-,"    凭著约18年的行业经验且在行业技术方面持续追求创新,我们成为著名的综合大气污染防治解决方案供应商,主要专注於颗粒物的排放控制,在多个行业为客户提供特大型除尘器。除尘器属空气清洁设备,用於阻隔及清除来自工业流程中废气流的颗粒物。 除尘器已在燃煤电厂、冶金厂、造纸厂及其他工业生产厂房广泛安装。我们主要提供三种除尘器:静电除尘器、袋式除尘器及电袋复合除尘器。",-,3500.00万,HK,9.65亿,7.7039,1.19,1.35亿,0.86,-,0.01%,-,-
2138,华谊腾讯娱乐,00419,HK,0.07,-,-,-,"    华谊腾讯娱乐有限公司(华谊腾讯娱乐,HKSE:00419)为一家结合文化及娱乐的新媒体业务公司,透过投资及制作具质素的电影、动画、电视剧等内容,及对国际化的娱乐公司进行并购和资源整合,搭建一个集内容制作及线上线下娱乐渠道的综合平台。目前,华谊腾讯娱乐的控股股东为华谊兄弟(SZSE:300027)及腾讯(HKSE:00700)。",-,134.98亿,HK,51.97亿,-,5.17,134.98亿,31.07,-,0.82%,-,-
2139,马鞍山钢铁股份,00323,HK,3.02,-,-,-,"    马钢是中国特大型钢铁联合企业和重要的钢材生产基地。其前身是成立于1953年的马鞍山铁厂。1958年,马鞍山钢铁公司成立。1993年,马钢进行股份制改制,分立为马鞍山马钢总公司和马鞍山钢铁股份有限公司。1998年,马鞍山马钢总公司改制为马钢(集团)控股有限公司。马钢为中国钢铁工业发展作出了独特贡献:中国第一个火车车轮轮箍生产厂、第一套高速线材轧机、第一条热轧大H型钢生产线、钢铁行业第一只面向全球发行的股票都诞生在这里。",-,17.33亿,HK,220.24亿,15.9942,0.95,77.01亿,0.28,金属采矿及相关贸易,0.32%,-,-
2140,信星集团,01170,HK,1.59,-,-,-,"    信星鞋业集团有限公司於1980创建於台湾彰化县,创始人为现任公司总裁陈敏雄先生。公司创建初期只有两条生产线,产品主要销往欧美。
    集团於1994年在香港上市,成为一个集团企业。当时有8条生产线,主要为生产品牌鞋销往北美贸易公司。
    目前,信星集团合共营运37条成型线-12条设於越南、9条设於中山、16条设於珠海,客户分布於北美,欧洲与远东。信星集团聘有逾12,000名员工。",-,7.00亿,HK,15.18亿,12.573,1.36,7.00亿,0.72,鞋类,0.02%,-,-
2141,三一国际,00631,HK,2.23,-,-,-,"    三一重型装备有限公司(简称三一重装)是专业从事煤炭掘进、采煤、运输成套设备研发、制造及销售的大型装备制造企业。公司成立于2004年1月,经过六年的快速发展,现已成为煤矿机械领域的领军企业。目前公司拥有员工3000余人,在沈阳经济技术开发区内拥占地22万平方米的综掘工业园和占地63万平方米的综采工业园,总资产达36亿元。2009年11月25日,公司在香港联交所主板成功上市,成为国内首家登陆国际融资平台的煤机企业。",-,30.41亿,HK,42.88亿,-,0.63,30.41亿,1.90,工业机械及设备,0.02%,-,-
2142,现恒建筑,01500,HK,0.44,-,-,-,"   现恒成立於1996年,作为有经验的一般和地基承办商服务香港建筑行业。在过去的几十年中,我们已经完成了若干公共和私营项目。本集团透过现恒建筑成为屋宇署地基、拆卸、地盘平整及场地勘查工程类别注册专门承建商及一般建筑承建商,亦名列土地打桩(第II组)的公共工程认可发展商物料供应商及专门承建商名册。我们已经在过去透过良好的管理,技术知识和厂房,机器和劳动力资源的有效利用所有的项目实现按时完成。",-,8.30亿,HK,5.89亿,6.4002,1.60,8.30亿,1.46,-,0.06%,-,-
2143,霸王集团,01338,HK,0.05,-,-,-,"    霸王国际(集团)控股有限公司(「霸王」 或 「霸王集团」)主要从事以设计、 生产及销售中草药洗发护发产品和其他家庭及个人护理产品。集团的霸王品牌于2007年获授予「中国驰名商标」,成为中国中草药洗发液市场的龙头品牌。
    根据零售销售额计算,在国内品牌中,霸王品牌在中国整体洗发液市场拥有最大的市场占有率。现时,除霸王品牌外,集团的品牌还有刚于今年5月推出的新品牌追风,目标客户群为中至高端消费者。",-,31.62亿,HK,10.75亿,22.0291,6.39,31.62亿,3.34,个人及家居用品,0.07%,-,-
2144,万裕科技,00894,HK,2.61,-,-,-,"    万裕科技集团有限公司於一九七九年成立,并於一九九七年在香港联交所上巿。本集团的核心业务为生产及销售铝电解电容器。
    本集团提供种类繁多的铝电解电容器,由小型至大型铝电解电容器一应俱全,以满足其世界各地客户的需要,他们大部分是全球领先的机电与电子业品牌。作为世界五大铝电解电容器生产商之一,本集团拥有知名的SAMXON「三信」品牌,该品牌均以超卓质素、强大研发能力及稳健的全球网络而闻名於世。",-,4.76亿,HK,3.38亿,-,0.27,4.76亿,0.34,电器部件及设备,0.02%,-,-
2145,十三集团,00577,HK,6.18,-,-,-,"    “十三集团有限公司”为一家香港上市公司(股份代号:0577.HK),主要经营酒店、工程承建及物业服务。“十三第”为“十三集团有限公司”旗下品牌,并正筹备一所位於澳门路氹的全新高尚生活品味酒店,预计於2016年夏季尾隆重开幕。集团的工程、承运及物业服务则方透过持有51.8%股权的子公司保华建业提供。",-,9.21亿,HK,19.61亿,-,0.34,9.21亿,0.32,建筑,-,-,-
2146,中滔环保,01363,HK,0.57,-,-,-,"    中滔环保集团有限公司是一家提供一站式综合地为客户量身订造的污水处理及工业供水服务的企业。主要服务涵盖污水处理及工业供水服务行业的整个价值链,从污水处理及供水设施的设计、规划、采购、建设营运及维护。在提供工业污水处理及工业供水服务;同时亦参与提供城市生活污水处理服务,污泥无害化处理及城市生活垃圾的无害化处理。",-,63.17亿,HK,90.33亿,15.4741,2.51,63.17亿,3.95,-,0.03%,-,-
2147,威华达控股,00622,HK,0.47,-,-,-,"    威华达控股有限公司 (「威华达」)是一家以清洁能源及公用事业开发为主要业务的公司。目前主要业务包括城市管道燃气,电力,以及其他清洁能源。 欧亚平先生、Pope Assets Management以及凯思博投资管理为其主要股东。
    公司旗下的深圳福华德电厂,於1994年由深圳供电局与百仕达集团共同成立。目前共有三套联合回圈发电机组,总装机容量达665兆瓦。",-,111.69亿,HK,23.79亿,-,0.45,111.69亿,14.68,-,0.29%,-,-
2148,丰展控股,08248,HK,0.07,-,-,-,    本集团主要於香港从事(i)改建及加建工程、维修、专门工程及新发展工程的承包服务;及(ii)改建及加建工程、新发展工程、发牌、建筑设备及建筑物建筑设计的谘询服务。本集团业务概览载列如下:(a) 承包服务;(b) 谘询服务.,-,12.32亿,HK,4.19亿,13.4368,4.64,12.32亿,0.86,-,0.01%,-,-
2149,楼东俊安资源,00988,HK,0.05,-,-,-,"    本公司为一间投资控股公司。於2008年9月3日前,本公司之附属公司(连同本公司统称为""本集团"")主要从事物业投资及发展、酒店投资及运营、证券投资与买卖及一般贸易。於2008年9月3日,本集团收购一间於香港注册成立之有限责任公司天益煤焦有限公司之全部权益。由於是次收购事项,本集团之主要业务为煤炭加工、焦炭与煤炭相关化工产品生产。本集团其後分别於2009年1月12日及2009年1月22日出售物业投资及酒店运营之业务部分。",-,43.10亿,HK,15.08亿,-,7.42,43.10亿,0.44,煤炭开采及相关贸易,0.12%,-,-
2150,世界(集团),00713,HK,0.97,"    本公司乃一间投资控股公司。各主要附属公司从事之业务为PVC及棉布制家用产品与PVC管材及管件之设计、制造及销售,以及物业投资。",-,-,-,-,7.57亿,HK,5.22亿,-,0.71,7.57亿,0.59,个人及家居用品,0.04%,-,-
2151,佳景集团,00703,HK,1.54,-,-,-,-,-,6.94亿,HK,4.72亿,-,0.44,6.94亿,0.55,-,0.22%,-,-
2152,欢悦互娱,00505,HK,1.17,-,-,-,"    兴业铜业国际集团有限公司是中国高精度铜板带行业的领先制造商,主要从事生产不同类型的高精度铜板带:锡磷青铜板带、黄铜板带、引线框架用铜带、锌白铜板带等,是电子器材、汽车部件及变压器等多种产品所用核心功能性材料。集团亦通过提供加工服务,为自身能够供应制造高精度铜板带所需的若干原材料的客户生产高精度铜板带。集团的生产基地位於宁波杭州湾及江西鹰潭,总面积35万平方米,铜及铜基合金板带年产能合共约12万吨。",-,8.31亿,HK,5.49亿,5.7927,0.57,8.31亿,0.14,金属采矿及相关贸易,-,-,-
2153,新百利融资,08439,HK,0.61,"上市公司的收购;
清洗豁免;
收购及出售;
关连交易;
分拆及重组;
私有化;
首次公开募股;
二级市场发行;
为符合联交所上市规则所需的合规顾问服务",-,-,"    (i) 主要於涉及香港上市规则及╱或收购守则的交易中担任香港上市公司、该等公司的主要股东及投资者以及寻求控制或投资香港上市公司的人士的财务顾问,包括在收购交易中就向香港上市公司及╱或其主要股东引入投资者担任经办人;(ii) 担任上市公司独立董事委员会及╱或独立股东的独立财务顾问;及(iii) 担任公司(主要为香港新上市公司)的合规顾问。",-,1.35亿,HK,2.77亿,29.7876,3.34,1.35亿,-,-,0.36%,-,-
2154,联康生物科技集团,00690,HK,0.09,-,-,-,"    联康生物科技集团有限公司(本公司)成立於2001年,并於当年11月11日於香港联合交易所挂牌,股份代号0690。公司前身名为新高准控股有限公司,新高准集团主要从事包装制品、纸制礼品及宣传产品制造。透过收购及内部发展,集团将业务定位为在中国从事销售及分销医药及保健产品之集团药厂。",-,51.37亿,HK,7.14亿,-,1.60,51.37亿,4.66,生物科技,0.01%,-,-
2155,应力控股,08141,HK,0.21,-,-,-,"    本集团主要从事(i)於香港提供结构工程工作,集中於设计及建筑项目;及(ii)主要於香港进行的建材产品买卖。於往绩记录期间,本集团的收益主要来自结构工程工作,而余下则来自建材产品买卖。於往绩记录期间,本集团之大部分收益乃来自香港。",-,6.00亿,HK,4.02亿,16.3488,3.24,6.00亿,1.06,-,0.03%,-,-
2156,XDB孟加拉,03105,HK,-,-,-,-,-,-,121.00万,HK,1082.95万,-,-,121.00万,-,-,0.45%,-,-
2157,MI能源,01555,HK,0.24,-,-,-,"    MI能源控股公司及其附属公司MI能源公司是一家独立的,专注于石油天然气勘探,开发和开采的上游石油企业集团。
    MI能源公司于2001年5月份注册于开曼群岛,MI能源控股公司于2008年3月份注册于开曼群岛,2009年1月份,MI能源控股公司取得MI能源公司的全部股权。
    1997年与1998年,中国石油天然气集团公司与外方合同者澳大利亚环球石油公司先后签订了吉林省大安、庙三、莫里青等三份油田开发和生产石油合同(产品分成合同)。",-,29.39亿,HK,20.28亿,-,2.83,29.39亿,3.25,石油/燃气加工及分销,0.02%,-,-
2158,中国先锋医药,01345,HK,0.94,-,-,-,"    中国先锋医药控股有限公司(先锋医药)系一家专注于进口药品和医疗器械产品推广和渠道管理的医药营销企业。自公司成立以来,先锋医药秉持全球化思维,本地化管理的发展理念,通过向国内医药市场引进一系列代表国际先进技术水平的产品,先锋医药及其子公司在眼科、消化科、心血管科、呼吸科、齿科、高端伤口护理、麻醉科等治疗领域实现了产品覆盖,并同步实现了企业代理品牌市场价值的迅速提升。",-,13.33亿,HK,37.60亿,14.2823,3.00,13.33亿,1.84,-,0.02%,-,-
2159,协鑫新能源,00451,HK,0.27,-,-,-,-,-,190.74亿,HK,65.80亿,46.5088,1.29,190.74亿,1.49,电器部件及设备,0.06%,-,-
2160,万达酒店发展,00169,HK,0.42,-,-,-,"    万达酒店发展有限公司(股份代号:169)为一家投资控股公司,其附属公司主要从事商业地产开发、租赁、管理及投资控股业务。公司于2002年在香港联合交易所主板上市。2013年6月,大连万达商业地产股份有限公司(「大连万达商业地产」)正式成为控股股东,公司并在2014年10月,更名为万达酒店发展有限公司。",-,46.97亿,HK,32.88亿,-,1.66,46.97亿,7.64,中国房地产,-,-,-
2161,茂盛控股,00022,HK,0.33,-,-,-,-,-,13.11亿,HK,4.46亿,12.6477,1.03,13.11亿,4.85,酒店,0.15%,-,-
2162,广泽国际发展,00989,HK,0.51,-,-,-,"    广泽地产有限公司(前称润迅通信国际有限公司)(「广泽」﹔连同其附属公司统称「集团」)於一九九零年成立,并自一九九七年於香港联合交易所有限公司主板上市(股份代号:989)。
    集团业务覆盖物业发展管理、物业投资及零售管理服务三大领域。物业发展管理业务方面,集团於二零一三年十月完成收购中国吉林长白山地产项目35%权益,并取得项目之管理权。",-,35.91亿,HK,74.33亿,-,4.06,35.91亿,1.84,电讯服务,0.01%,-,-
2163,彩星玩具,00869,HK,0.93,-,-,-,"    彩星玩具创业超过40年,多年来成功创造各种具创意的玩具产品,亦开发及经营无数成功的长青玩具品牌,是全球玩具业中最享负盛名及具创意的玩具推广及分销公司之一。彩星玩具透过於香港、中国及美国三地的办事处共同设计、开发及推广其玩具产品,将产品分销至全球八十多个国家。
    本集团的母公司,彩星玩具有限公司(香港联交所股份代号:869),是一间在香港联交所上市的公司。",-,12.11亿,HK,16.59亿,15.2702,1.47,12.11亿,1.69,玩具,0.58%,-,-
