,co_name,symbol,market,asset,co_business,cc,amplitude,pe_s_d,co_intro,exchange,mv,pb_d,ps_d,equity,industry
4074,多氟多,002407,SZ,4.26,-,5.33亿,5.59%,26.12/28.71,"    公司前身为焦作市多氟多化工有限公司,成立于1999年12月21日。2004年12月,经河南省人民政府豫股批字[2004]34号<关于同意变更设立多氟多化工股份有限公司的批复>批准,多氟多有限公司以截至2004年10月31日的净资产5400万元按照1:1的折股比例折为5400万股股份,整体变更设立本公司。2004年12月28日,公司在河南省工商行政管理局完成了工商变更登记手续。",SZ,124.80亿,4.66,4.28,6.28亿,化工
4075,三花智控,002050,SZ,-,-,-,-,-,"    公司系经浙江省人民政府企业上市工作领导小组批准,由原三花不二工机有限公司整体变更设立,企业类型为中外合资股份有限公司。公司现有注册资本11,300万元,股份总数11,300万股,其中无限售条件流通股5,501万股,有限售条件流通股5,799万股。公司股票已于2005年6月7日在深圳证券交易所挂牌交易。
    2016年11月15日,公司名称由“浙江三花股份有限公司”变更为“浙江三花智能控制股份有限公司”,英文名称由“Zhejiang Sanhua Co.,Ltd.”变更为“Zhejiang Sanhua Intelligent Controls Co.,Ltd.”。",SZ,-,-,-,-,家用电器
4076,万润股份,002643,SZ,4.20,-,7.77亿,4.69%,44.51/43.18,"    公司的前身为烟台万润精细化工有限责任公司,成立于1995年7月5日。
    2008年1月16日,烟台万润精细化工有限责任公司整体变更为万润股份。
    2015年5月,公司名称由“烟台万润精细化工股份有限公司”变更为“中节能万润股份有限公司”,英文名称由“Yantai Valiant Fine Chemicals Co.,Ltd”变更为“Valiant Co.,Ltd”。",SZ,141.82亿,3.72,6.94,9.09亿,化工
4077,中兴通讯,000063,SZ,6.59,-,34.26亿,5.16%,-/-,"    公司由深圳市中兴新通讯设备有限公司与中国精密机械进出口深圳公司、骊山微电子公司、深圳市兆科投资发展有限公司、湖南南天集团有限公司、吉林省邮电器材总公司及河北电信器材有限公司共同发起,并向社会公众公开募集股份而设立的股份有限公司。经中国证券监督管理委员会证监发字(1997)452号及证监发字453号文批准,1997年10月6日,本公司通过深圳证券交易所上网发行普通股股票,并于1997年11月18日,在深圳证券交易所挂牌交易。",SZ,830.96亿,3.01,0.76,41.86亿,通信
4078,白云山,600332,SH,-,-,-,-,-,"    广州药业股份有限公司是经国家经济体制改革委员会以体改生[1997]139号文批准,由广州医药集团有限公司独家发起,将其属下的8家中药制造企业及3家医药贸易企业重组后,以其与生产经营性资产有关的国有资产权益投入,以发起方式设立的股份有限公司。经国家经济体制改革委员会以体改生[1997]145号文和国务院证券委员会以证委发[1997]56号文批准,本公司于1997年10月上市发行了21,990万股香港上市外资股(H股)股票。2001年1月10日,经中国证券监督管理委员会批准,本公司发行了7,800万股人民币普通股(A股)股票。2013年7月10日,公司名称由""广州药业股份有限公司""变更为""广州白云山医药集团股份有限公司"",英文名称由""Guangzhou Pharmaceutical Company Limited""变更为""Guangzhou Baiyunshan Pharmaceutical Holdings Company Limited""。",SH,-,-,-,-,医药生物
4079,乐通股份,002319,SZ,2.38,-,2.00亿,4.23%,4060.25/4060.25,"    本公司系由1996年11月13日成立的“珠海市乐通化工制造有限公司”整体变更设立。2007年7月17日,乐通有限股东会同意以其2007年6月30日经审计的净资产7,502.10万元,整体变更设立“珠海市乐通化工股份有限公司”。2007年9月4日,公司在广东省珠海市工商行政管理局领取注册号为440400000015734的企业法人营业执照,广东恒信德律会计师事务所有限公司对本次整体变更进行了审验,并出具了(2007)恒德珠验26号<验资报告>。",SZ,35.80亿,7.51,7.93,2.00亿,化工
4080,滨江集团,002244,SZ,4.25,-,27.03亿,6.51%,15.21/14.72,"    公司前身是杭州滨江房产集团有限公司。2006年11月26日,经滨江集团股东会决议,同意将滨江集团整体变更为股份有限公司,即以截至2006年10月31日的经天健所审计的净资产424,367,992.91元中的420,000,000元按1:1折合股份总额420,000,000股,每股面值1元,净资产超过420,000,000元部分转作公司资本公积-股本溢价。2006年12月6日,杭州滨江房产集团股份有限公司在浙江省工商行政管理局完成工商变更登记,注册资本42,000万元,注册号为:3300001012047。",SZ,212.82亿,1.61,1.26,31.11亿,房地产
4081,常宝股份,002478,SZ,3.78,-,6.04亿,9.96%,43.48/46.66,"    本公司前身为江苏常宝钢管有限公司,成立于1999年12月25日。经2008年1月6日召开的常宝有限股东会决议和2008年1月30日召开的公司创立大会决议同意,由常宝有限原有股东作为发起人,以经江苏公证会计师事务所有限公司审计的常宝有限截至2007年12月31日的净资产421,541,612.32元,在留存90,941,612.32元的资本公积后,按1:1的比例折合330,600,000股,整体变更设立股份公司。",SZ,47.69亿,1.58,1.94,8.00亿,-
4082,恒泰实达,300513,SZ,7.12,-,1906.00万,5.44%,84.76/80.13,"    公司前身北京恒泰实达科技发展有限公司成立于2000年6月27日,于2012年6月5日整体变更为股份有限公司,并完成工商变更登记手续,领取了注册号为110108001418359的<企业法人营业执照>。",SZ,33.52亿,6.19,7.64,7616.00万,计算机
4083,立讯精密,002475,SZ,5.46,-,18.74亿,5.26%,50.96/46.83,"    深圳立讯精密工业股份有限公司是由立讯有限依法整体变更设立的股份有限公司。原立讯有限全体股东将其持有的立讯有限经审计的2008年10月31日净资产175,585,571.10元按照约1:0.7176的比例折为12,600万股发起人股份,发起设立深圳立讯精密工业股份有限公司。公司于2009年2月26日在深圳市工商行政管理局登记注册,并取得注册证号为440306503263993的<企业法人营业执照>。
    公司名称由""深圳立讯精密工业股份有限公司""变更为""立讯精密工业股份有限公司"",英文名称由""Shenzhen Luxshare Precision Industry Co.,Ltd.""变更为""Luxshare Precision Industry Co.,Ltd.""。",SZ,589.38亿,5.09,3.93,21.20亿,电子
4084,光正集团,002524,SZ,1.46,-,5.01亿,4.61%,775.50/2023.57,"    公司是由其前身光正钢构工程公司于2008年6月30日整体变更而设立的。
    2013年8月27日,公司收到新疆维吾尔自治区工商行政管理局核准变更登记通知书,公司名称由""光正钢结构股份有限公司""变更为""光正集团股份有限公司"";英文名称由""Guangzheng Steel Structure Co.,Ltd.""变更为""Guangzheng Group Co.,Ltd."";同时英文简称由""GZSS""变更为""GZJT""。",SZ,37.55亿,5.12,7.45,5.03亿,-
4085,亿利达,002686,SZ,3.17,-,2.82亿,3.25%,48.49/52.65,"    公司是由浙江亿利达风机有限公司整体变更设立的股份有限公司。2010年7月23日,亿利达有限董事会决议同意由章启忠、陈心泉、陈金飞、MWZ澳大利亚私人有限公司、台州乾源投资有限公司共同作为发起人。
    2010年8月16日浙江省商务厅出具了浙商务资函[2010]293号文,同意浙江亿利达风机有限公司整体变更为股份有限公司。
    2010年8月30日,中喜会计师事务所有限责任公司为本公司设立出具了中喜验字[2010]第01024号<验资报告>。公司于2010年9月6日在台州市工商局领取了注册号为331000400005617的<企业法人营业执照>。",SZ,58.12亿,4.14,5.49,4.43亿,机械设备
4086,华润双鹤,600062,SH,9.55,-,5.72亿,2.96%,26.10/24.31,"    公司系经北京市人民政府京政办函(1997)58号文批准,由北京制药厂(现为北京万辉药业集团)、北京永好科技发展有限责任公司、北京市医药总公司(现为北京医药集团有限责任公司)、北京市国有资产经营有限责任公司、中国南方证券有限公司及北京科梦嘉生物技术开发有限责任公司共同发起,以募集方式于1997年5月16日成立。
    中文名称由""北京双鹤药业股份有限公司""变更为""华润双鹤药业股份有限公司"",英文名称由""BEIJING DOUBLE-CRANE PHARMACEUTICAL CO.,LTD.""变更为""CHINA RESOURCES DOUBLE-CRANE PHARMACEUTICAL CO.,LTD."",于2012年3月14日经北京市工商行政管理局核准。",SH,186.41亿,2.69,3.37,7.24亿,-
4087,天壕环境,300332,SZ,3.70,-,6.34亿,6.21%,174.38/258.09,"    公司系由天壕有限整体变更设立的股份有限公司。
    2010年9月28日,天壕有限股东会审议通过以天壕有限全体股东为发起人整体变更设立股份公司的决议。同日,天壕有限全体股东共同签署了<天壕节能科技股份有限公司发起人协议>,同意按照信永中和出具的XYZH/2010A2003号<审计报告>,以天壕有限截至2010年6月30日经审计的净资产账面值378,798,642.97元为基础,按1:0.6336的比例折合成股本240,000,000股,每股面值为1元,剩余138,798,642.97元计入资本公积,整体变更设立天壕节能科技股份有限公司。天壕有限整体变更设立天壕节能的过程中未根据整体改制评估值进行调账。
    2010年10月21日,本公司在北京市工商行政管理局办理了设立登记,领取了注册号为110000450011487号的<企业法人营业执照>。
    2015年9月,公司名称由“天壕节能科技股份有限公司”变更为“天壕环境股份有限公司”。英文名称由“Top Resource Conservation Engineering Co.,Ltd.”变更为“Top Resource Conservation&Environment Corp.”。",SZ,101.79亿,3.05,5.82,9.02亿,公用事业
4088,云投生态,002200,SZ,4.58,-,1.08亿,4.63%,104.58/140.61,"    根据云南河口绿大地实业有限责任公司2001年2月15日召开的临时股东会决议,云南省经济贸易委员会以云经贸企改[2001]153号文批准公司以云南河口绿大地实业有限责任公司截止2000年12月31日经审计的净资产31,964,160.81元为基础,按1:1的比例折为31,964,160股,不足1股的余数作为资本公积,云南河口绿大地实业有限责任公司整体变更为云南绿大地生物科技股份有限公司。
    2014年8月6日,公司名称由""云南绿大地生物科技股份有限公司""变更为""云南云投生态环境科技股份有限公司"",英文名称由""Yunnan Greenland Biological Technology Co.,Ltd.""变更为""Yunnan Yuntou Ecology and Environment Technology Co.,Ltd.""。",SZ,34.97亿,4.15,3.21,1.84亿,建筑装饰
4089,水晶光电,002273,SZ,4.48,-,6.10亿,5.15%,53.23/48.48,"    公司前身星星集团浙江水晶光电科技有限公司,是由星星集团有限公司与浙江水晶电子集团股份有限公司共同出资设立,于2002年8月2日在浙江省台州市工商行政管理局办理了工商登记。
    2006年11月30日星星集团浙江水晶光电科技有限公司整体变更为浙江水晶光电科技股份有限公司,并于2006年12月21日在浙江省台州市工商行政管理局办理了工商登记。",SZ,135.04亿,4.55,7.56,6.63亿,电子
4090,江阴银行,002807,SZ,5.00,-,2.09亿,4.74%,29.63/29.70,"    公司前身成立于2001年12月3日,成立时的注册名称为""江阴市农村商业银行股份有限公司"",2005年5月11日,中国银监会江苏监管局批准本行更名为""江苏江阴农村商业银行股份有限公司"",2005年7月7日,公司取得更名后的营业执照。",SZ,230.46亿,2.61,9.39,17.67亿,银行
4091,劲胜精密,300083,SZ,3.68,-,11.23亿,3.91%,88.69/46.50,"    2008年1月29日,公司经中华人民共和国商务部""商资批[2008]138号""文<商务部关于同意东莞劲胜塑胶制品有限公司变更为股份有限公司的批复>批准,由东莞劲胜塑胶制品有限公司整体改制设立。股东为(香港)劲辉国际企业有限公司、广东银瑞投资管理有限公司、东莞市嘉众实业投资有限公司。
    经中国证券监督管理委员会证监许可[2010]535号文核准,公司向社会公开发行人民币股票(A股)2500万股,发行后公司股本总额为10,000万元,2010年5月18日本公司办理了工商变更登记并领取注号为""441900400063430""的企业法人营业执照。",SZ,116.58亿,2.21,2.12,14.32亿,电子
4092,东山精密,002384,SZ,6.74,-,5.52亿,3.57%,184.34/180.39,"    1998年9月,袁富根、包文杰等7名自然人共同出资组建吴县市东山钣金有限责任公司,注册资本50万元。10月28日,东山钣金在吴县市工商行政管理局注册成立。
    2007年9月29日,东山钣金股东会决议整体变更设立为股份有限公司,2007年12月24日,本公司在江苏省苏州工商行政管理局办理了变更登记手续,并领取了注册号为3205002116680的<企业法人营业执照>。",SZ,265.83亿,3.68,2.63,10.71亿,电子
4093,大华股份,002236,SZ,2.94,-,17.09亿,5.93%,30.34/29.20,"    本公司系由成立于2001年3月12日的大华有限整体变更设立。
    2002年4月4日,经浙江省人民政府企业上市工作领导小组浙上市(2002)18号文批准,大华有限以其截至2001年12月31日经审计的净资产1,080万元为基础,以1:1的比例折合股份1,080万股,依法整体变更为股份有限公司。浙江天诚会计师事务所有限公司对本次整体变更情况进行了审验,并出具了浙天验字(2002)第850号验资报告。公司于2002年6月18日在浙江省工商行政管理局登记注册,取得登记号为3300001008760的营业执照,注册资本1,080万元。股份公司设立时名称为浙江大华信息技术股份有限公司,2004年6月公司名称变更为浙江大华技术股份有限公司。",SZ,553.79亿,6.49,3.86,28.99亿,计算机
4094,湘邮科技,600476,SH,1.23,-,1.61亿,7.46%,1699.50/477.94,"    公司是经国家经济贸易委员会国经贸企改〖2000〗934号<关于同意设立湖南湘邮科技股份有限公司的复函>文件批准,以湖南省邮电科学研究院作为改制主体,由湖南省邮政局作为主发起人,联合中国速递服务公司、江西赣粤高速公路股份有限公司、湖南新时代通信网络股份有限公司、易思博网络系统(深圳)有限公司、上海爱建进出口有限公司、湖南中移鼎讯通信有限公司、湖南省凯祥通信设备有限公司于2000年10月17日共同发起设立的股份有限公司。经中国证监会证监发行字[2003]112号文核准,公司于2003年11月25日发行人民币普通股(A股)3,500万股。",SH,39.28亿,19.76,13.69,1.61亿,-
4095,丰元股份,002805,SZ,5.63,-,2422.90万,-,135.75/127.83,"    公司前身为""枣庄市丰元化工有限公司"",成立于2000年8月23日。
    2008年3月21日,丰元化工召开股东会,决议整体变更设立为股份有限公司。2008年4月18日,公司取得了枣庄市工商行政管理局核发的<企业法人营业执照>,更名为""山东丰元化学股份有限公司""。",SZ,30.84亿,5.65,12.91,9691.38万,化工
4096,大同煤业,601001,SH,3.02,-,16.74亿,8.18%,45.87/45.87,"    大同煤业股份有限公司是根据山西省人民政府晋政函[2001]194号<关于同意设立大同煤业股份有限公司的批复>以及山西省财政厅晋财企[2001]68号<关于大同煤业股份有限公司国有股权管理有关问题的批复>,于2001年7月25日注册成立的股份有限公司。
    2006年6月23日,经证监发行字[2006]18号文件<关于核准大同煤业股份有限公司公开发行股票的通知>核准,公司股票在上海交易所挂牌交易。",SH,85.19亿,1.69,0.94,16.74亿,采掘
4097,众合科技,000925,SZ,3.44,-,3.06亿,2.24%,-/-,"    浙江海纳科技股份有限公司系经浙江省人民政府以浙政发[1998]224号文批准,由浙江浙大圆正集团有限公司主发起设立,于1999年6月7日在浙江省工商行政管理局登记注册,取得注册号为3300001005753的企业法人营业执照。
    经2009年6月10日召开的公司2008年年度股东大会审议通过,公司名称由""浙江海纳科技股份有限公司""更名为""浙江众合机电股份有限公司"";公司中文名称缩写由""浙江海纳""更名为""众合机电"";公司英文名称由Zhejiang Haina Scienceand Technology Co.,Ltd.""更名为""United Mechanical&ElectricalCo.,Ltd."";公司英文名称缩写由""HAINA S&T""更名为""United M&E""。
    2009年7月,经浙江省工商行政管理局核准,公司名称正式变更为""浙江众合机电股份有限公司""。
    2015年3月,公司名称由“浙江众合机电股份有限公司”更名为“浙江众合科技股份有限公司”;公司中文名称缩写由“众合机电”更名为“众合科技”;公司英文名称由“United Mechanical&Electrical Co.,Ltd.”更名为“United Science&Technology Co.,Ltd.”;公司英文名称缩写由“United M&E”更名为“United”。
    2017年3月,公司英文名称由“United Science&technology Co.,ltd.”变更为“Unittec Co.,ltd.”。",SZ,67.24亿,6.10,5.61,3.20亿,机械设备
4098,中鲁B,200992,SZ,2.67,-,1.38亿,2.96%,22.67/21.04,"    公司是经山东省人民政府鲁政股字[1999]33号文和山东省体改委鲁体改字[1999]第85号文批准成立,由山东省水产企业集团总公司作为主要发起人,联合鲁银投资集团股份有限公司、山东航空有限责任公司、中国重型汽车进出口有限公司、山东德泰装饰有限公司等四家股东共同出资,以发起设立方式设立,于1999年7月30日在山东省工商行政管理局登记注册的股份有限公司。",SZ,13.52亿,1.90,1.39,2.66亿,农林牧渔
4099,先河环保,300137,SZ,4.25,-,2.96亿,8.53%,89.83/86.89,    公司的前身河北先河科技发展有限公司成立于1996年7月6日.先河有限按照经审计的账面净资产值折股整体变更为股份有限公司。公司发起人为李玉国、北京科桥、红塔创投、肖水龙、兴烨创投、正同创投以及其余40名自然人股东。,SZ,94.61亿,6.47,11.54,3.44亿,-
4100,东方园林,002310,SZ,3.42,-,14.20亿,3.61%,34.08/33.27,"    本公司是由有限责任公司整体变更而设立的股份有限公司。2001年8月21日,经北京市人民政府经济体制改革办公室<关于同意北京东方园林有限公司变更为北京东方园林股份有限公司的通知>(京政体改股函[2001]48号)批准,北京东方园林有限公司以2001年6月30日经审计的净资产3,366.13万元,按1:1的比例进行折股,整体变更设立北京东方园林股份有限公司。变更后,北京东方园林股份有限公司的股份总数为3,366.13万股,每股面值1元,股本总额为3,366.13万元。公司设立时的发起人为何巧女、唐凯、刘骅、陈允中、傅颀年、桑俊和程慧琪等七名自然人。
    2015年1月公司名称由“北京东方园林股份有限公司”更名为“北京东方园林生态股份有限公司”。英文名称由“Beijing Orient Landscape Co.,Ltd.”更名为“Beijing Orient Landscape&Ecology Co.,Ltd.”。
    2016年10月,“北京东方园林生态股份有限公司”更名为“北京东方园林环境股份有限公司”;英文名称由“Beijing Orient Landscape&Ecology Co.,Ltd.”变更为“Beijing Orient Landscape&Environment Co.,Ltd.”。",SZ,441.50亿,4.82,4.93,26.77亿,-
4101,梅安森,300275,SZ,3.20,-,1.20亿,3.51%,-/-,"    公司是由重庆梅安森科技发展有限责任公司整体变更设立的股份有限公司。2010年2月2日,公司在重庆市工商行政管理局完成设立登记,领取了渝高注册号500901000006054的<企业法人营业执照>,注册资本4,400万元。",SZ,47.83亿,8.92,17.79,1.68亿,机械设备
4102,激智科技,300566,SZ,8.51,-,1990.00万,6.64%,74.34/70.73,"    公司前身为宁波激智新材料科技有限公司,成立于2007年3月9日。
    2013年7月12日,公司整体变更为股份有限公司,名称变更为宁波激智科技股份有限公司。",SZ,44.05亿,6.24,7.04,8292.20万,电子
4103,*ST宝实,000595,SZ,0.90,-,4.95亿,3.89%,-/-,"    公司位于宁夏银川市,是我国最大轴承生产企业之一。本公司经宁夏回族自治区体改委宁体改发(1993)99号文批准,由西北轴承集团有限责任公司、宁夏天力协会、冶钢集团有限公司、西宁特殊钢集团有限责任公司、北钢集团公司、常柴股份有限公司共同发起并经中国证监会证监发审字(1996)14号文和证监发(1996)38号文审核通过,向社会公众募集股份而设立。本公司1996年4月13日向宁夏回族自治区工商行政管理局申请工商注册登记。
    2015年6月,公司名称由“西北轴承股份有限公司”变更为“宝塔实业股份有限公司”,英文名称由“XIBEI BEARING CO.,LTD.”变更为“BAOTA INDUSTRY CO.,LTD.”。",SZ,32.10亿,4.81,7.25,7.45亿,机械设备
4104,赛为智能,300044,SZ,2.51,-,2.45亿,6.31%,74.25/67.26,"    本公司是根据《公司法》,由深圳市赛为智能有限公司整体变更设立的股份有限公司。2008年8月27日,本公司在深圳市工商行政管理局登记注册,领取了企业法人营业执照。",SZ,74.86亿,8.74,6.58,3.42亿,计算机
4105,张家港行,002839,SZ,4.52,-,1.81亿,6.62%,43.75/43.75,"    2001年11月26日,中国人民银行批准张家港市农村商业银行股份有限公司开业,并核发编号为G11013056001的<中华人民共和国金融机构法人许可证>。
    2001年11月27日,作为全国首家由农村信用合作社改制组建的股份制商业银行—张家港市农村商业银行股份有限公司办理了工商注册登记,并取得<企业法人营业执照>,2001年11月28日,本行正式挂牌营业。
    2006年1月13日,公司名称由张家港市农村商业银行股份有限公司更名为江苏张家港农村商业银行股份有限公司。",SZ,301.68亿,3.69,12.00,18.08亿,银行
4106,安琪酵母,600298,SH,4.22,-,8.11亿,5.26%,36.44/30.68,"    安琪酵母股份有限公司是于1998年3月25日经湖北省体改委鄂体改[1998]34号文批准,以湖北安琪生物集团有限公司为主要发起人,联合宜昌先锋科技发展有限公司、宜昌西陵酒业有限公司、贵州润丰(集团)实业有限公司、宜昌溢美堂调味品有限公司以发起方式设立的股份有限公司。
    2000年7月31日经中国证券监督管理委员会证监发字(2000)105号文批准同意公司向社会公众公开发行人民币普通股(A股)3,500万股,2000年8月3日公司社会公众股通过上海证券交易所系统上网定价发行,并于8月18日挂牌上市交易。",SH,194.98亿,5.61,3.83,8.24亿,农林牧渔
4107,劲拓股份,300400,SZ,3.65,-,1.33亿,6.22%,68.58/60.68,"    公司前身深圳市劲拓自动化设备有限公司设立于2004年7月27日,2010年2月8日,公司在深圳市市场监督管理局办理了工商登记,工商注册号为440306103195065,公司整体变更为股份公司,名称变更为深圳市劲拓自动化设备股份有限公司。",SZ,35.74亿,4.08,9.94,2.40亿,-
4108,建投能源,000600,SZ,6.39,-,10.90亿,8.87%,17.52/24.85,"   公司(原名为石家庄国际大厦<集团>股份有限公司)是经河北省经济体制改革委员会以冀体改委股字[1993]第59号文批准,由原石家庄国际酒店公司(现石家庄国大集团有限责任公司)等联合发起成立的定向募集股份有限公司。
    2004年6月,公司更名为河北建投能源投资股份有限公司。",SZ,254.59亿,2.22,2.49,17.92亿,-
4109,利君股份,002651,SZ,1.93,-,3.78亿,4.41%,95.20/86.52,"    公司系由成都市利君实业有限责任公司整体变更设立的股份有限公司。公司以截至2009年4月30日经信永中和审计的净资产10,000万元,按1:1的比例折成股份有限公司1亿股,各股东以各自持有的利君有限的股权所对应的净资产认购股份公司的股份。公司于2009年7月24日在成都市工商行政管理局注册,股份公司设立时股东为:何亚民、何佳、魏勇、张乔龙。",SZ,91.33亿,4.71,19.16,10.03亿,机械设备
4110,动力源,600405,SH,1.90,-,4.29亿,12.48%,137.14/138.07,"    公司前身北京动力源有限责任公司成立于1995年1月21日。
    本公司于2000年12月变更成立的股份有限公司,并由北京市工商行政管理局颁发了注册号为11000024610665的企业法人营业执照。",SH,37.25亿,4.46,2.81,4.39亿,-
4111,云海金属,002182,SZ,2.30,-,2.25亿,8.51%,32.61/26.33,"    公司前身南京云海特种金属公司设立于1993年11月,注册资本205.60万元。1997年8月,南京云海特种金属公司改制为云海有限.公司于2006年8月18日由南京云海特种金属有限公司整体变更设立的股份有限公司。",SZ,55.20亿,7.42,1.23,3.23亿,-
4112,雪迪龙,002658,SZ,2.86,-,3.04亿,14.64%,59.46/59.13,"    公司前身为北京雪迪龙兴业科技有限公司,成立于2001年9月24日,2002年2月更名为北京雪迪龙自动控制系统有限公司。2010年8月,北京雪迪龙自动控制系统有限公司整体变更为北京雪迪龙科技股份有限公司。公司于2012年2月2日经中国证券监督管理委员会证监许可字[2012]151号文批准,首次向社会公开发行人民币普通股3,438万股,于2012年3月9日在深圳证券交易所上市。",SZ,115.29亿,6.65,10.74,6.05亿,机械设备
4113,花王股份,603007,SH,-,-,-,-,-,"    2003年4月15日,公司前身江苏花王园艺有限公司成立。
    2011年12月19日,公司整体变更为江苏花王园艺股份有限公司。
    2017年1月5日,公司名称由江苏花王园艺股份有限公司变更为花王生态工程股份有限公司。",SH,-,-,-,-,建筑装饰
4114,天山股份,000877,SZ,6.67,-,8.80亿,7.99%,100.55/64.09,"    公司是新疆维吾尔族自治区人民政府(新政函[1998]70号)批准成立,并经自治区人民政府(新政函[1998]95号)同意调整发起人及股本,以新疆水泥厂45万吨分厂为主体进行改组,联合新疆石油管理局、新疆对外经济贸易(集团)有限责任公司、新疆金融租赁有限责任公司、中国建筑材料西北公司、新疆建化工业总厂等五家单位共同发起,以募集方式设立的股份有限公司。1998年11月18日在新疆维吾尔族自治区工商行政管理局登记。1999年1月本公司股票在深圳证券交易所上市流通。",SZ,100.33亿,1.71,2.00,8.80亿,建筑材料
4115,瑞康医药,002589,SZ,4.76,-,6.96亿,3.84%,42.46/31.46,"    公司系由山东瑞康药品配送有限公司整体变更设立。2009年11月15日,根据瑞康配送董事会决议及<发起人协议>,瑞康配送以截至2009年10月31日经审计的净资产折股,依法整体变更设立为股份有限公司。2009年12月15日,公司领取了山东省工商行政管理局颁发<企业法人营业执照>,公司的发起人为瑞康配送整体变更前的全体股东,包括韩旭先生、张仁华女士、TB Nature Limited和青岛睿华方略医药咨询服务有限公司。
    2016年10月20日,公司名称由“山东瑞康医药股份有限公司”变更为“瑞康医药股份有限公司”;英文名称由“Shandong Realcan Pharmaceutical Co.,ltd.”变更为“Realcan Pharmaceutical Co.,Ltd.”。",SZ,250.84亿,3.50,1.45,15.05亿,医药生物
4116,ST成城,600247,SH,-0.74,-,3.36亿,6.08%,-/-,"    吉林物华集团股份有限公司为1993年3月28日经吉林省经济体制改革委员会吉改股批〔1993〕50号文批准设立的股份有限公司。
    2000年10月，经中国证券监督管理委员会证监发行字〔2000〕139号文批复，本公司获准向社会公开发行人民币普通股股票3,500万股。本公司人民币普通股于2000年11月23日在上海证券交易所挂牌上市交易，股票代码600247。
    吉林物华集团股份有限公司在2008年5月29日召开的2007年年度股东大会上审议通过了《关于变更公司名称的议案》。经吉林市工商局核准登记，“吉林物华集团股份有限公司”全称变更为“吉林成城集团股份有限公司”。",SH,32.03亿,112.84,3.92,3.36亿,商业贸易
4117,隆华节能,300263,SZ,2.75,-,5.24亿,7.78%,411.84/277.20,"    本公司前身系洛阳隆华制冷设备有限公司,成立于1995年7月5日。2009年12月20日,经洛阳隆华制冷设备有限公司股东会决议,同意按2009年11月30日经审计的账面净资产8,582.39万元为基础,以整体变更方式发起设立洛阳隆华传热科技股份有限公司。
    2011年9月16日,公司正式在深圳证券交易所挂牌上市,首次公开发行股票20,000,000股,每股面值1.00元,发行价格33.00元,本次发行方案实施完成后,公司注册资本增至80,000,000元。
    自2013年4月25日起,公司名称由""洛阳隆华传热科技股份有限公司""变更为""洛阳隆华传热节能股份有限公司"",英文名称由""Luoyang Longhua Heat Transfer Technology Co.,Ltd.""变更为""Luoyang Longhua Heat Transfer&Energy Conservation Co.,Ltd.""。",SZ,62.80亿,2.59,7.44,8.82亿,机械设备
4118,天银机电,300342,SZ,2.98,-,3.93亿,4.01%,40.75/36.65,"    公司系由天银有限以截至2010年11月30日经审计净资产158,488,219.08元为基准,按照1:0.4732的比例折股7,500万股,每股面值1.00元,整体变更设立;超过股本的净资产83,488,219.08元计入资本公积,其中:81,434,003.68元列示于股本溢价,2,054,215.40元系不得用于转增股本的可供出售金融资产公允价值变动形成的利得,故列示于其他资本公积。
    2010年12月27日,公司在江苏省苏州工商行政管理局完成工商变更登记手续,取得企业法人营业执照,注册号为320581000049736。",SZ,67.35亿,5.31,9.88,4.27亿,家用电器
4119,时代出版,600551,SH,10.16,-,5.06亿,-,20.68/20.52,"    公司前身为科大创新股份有限公司,系经安徽省人民政府皖政秘[1999]198号文批准,由中国科学技术大学科技实业总公司作为主发起人,联合合肥科聚高技术有限责任公司、中国科学院合肥智能机械研究所、安徽省信息技术开发公司、日本恒星股份有限公司等发起人以发起方式设立的股份有限公司。经中国证券监督管理委员会证监发行字[2002]83号文核准,本公司于2002年8月首次公开发行人民币普通股股票(A股)2500万股。经上海证券交易所上证字[2002]147号文同意,本公司已发行的2500万股社会公众股于2002年9月5日起在上海证券交易所上市交易。
    2008年10月23日,安徽省工商行政管理局核准下发了""企业法人营业执照"",公司全称变更为""时代出版传媒股份有限公司""。从2008年11月5日起由现在的""科大创新""变更为""时代出版""。",SH,83.26亿,1.62,1.31,5.06亿,传媒
4120,科大智能,300222,SZ,5.09,-,2.77亿,4.60%,55.70/53.13,"    公司系由上海科大鲁能集成科技有限公司原有30名股东发起,以截至2009年8月31日经审计的账面净资产51,602,896.86元按1:0.8720的比例折为4,500万股,依法整体变更设立的股份有限公司。公司于2010年2月9日在上海市工商行政管理局注册登记,注册号为310115000722215。英文名称由""Shanghai Kdzn Science&Technology Co.,Ltd.""变更为""Shanghai Csg Smart Science&Technology Co.,Ltd."",自2011年8月1日起变更。
    2012年5月9日,完成了工商变更登记手续,公司名称""上海科大智能科技股份有限公司""更名为无地域属性限制的新公司名称""科大智能科技股份有限公司""。",SZ,154.14亿,4.15,8.24,7.28亿,-
